Year,Land der Staatsangehörigkeit,Kategorie,Units,Value
2021,Türkei,Ausländerinnen und Ausländer,Anzahl,88375.0
2021,Ukraine,Ausländerinnen und Ausländer,Anzahl,11890.0
2021,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,10.0
2021,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,572025.0
2021,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,6015.0
2021,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,46230.0
2021,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1435.0
2021,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,18165.0
2021,Afghanistan,Ausländerinnen und Ausländer,Anzahl,24190.0
2021,China,Ausländerinnen und Ausländer,Anzahl,9900.0
2021,Indien,Ausländerinnen und Ausländer,Anzahl,8475.0
2021,Irak,Ausländerinnen und Ausländer,Anzahl,45695.0
2021,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,11150.0
2021,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,92430.0
2021,Vietnam,Ausländerinnen und Ausländer,Anzahl,9135.0
2021,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3925.0
2021,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,244965.0
2021,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,1010.0
2021,staatenlos,Ausländerinnen und Ausländer,Anzahl,3590.0
2021,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,9480.0
2021,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,895490.0
2020,Bulgarien,Ausländerinnen und Ausländer,Anzahl,31155.0
2020,Griechenland,Ausländerinnen und Ausländer,Anzahl,18695.0
2020,Italien,Ausländerinnen und Ausländer,Anzahl,28950.0
2020,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,19300.0
2020,Kroatien,Ausländerinnen und Ausländer,Anzahl,11915.0
2020,Kosovo,Ausländerinnen und Ausländer,Anzahl,16890.0
2020,Niederlande,Ausländerinnen und Ausländer,Anzahl,29725.0
2020,Polen,Ausländerinnen und Ausländer,Anzahl,98355.0
2020,Rumänien,Ausländerinnen und Ausländer,Anzahl,64675.0
2020,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,22335.0
2020,Spanien,Ausländerinnen und Ausländer,Anzahl,11855.0
2020,Türkei,Ausländerinnen und Ausländer,Anzahl,88085.0
2020,Ukraine,Ausländerinnen und Ausländer,Anzahl,11410.0
2020,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,5.0
2020,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,552325.0
2020,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,5430.0
2020,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,43135.0
2020,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1335.0
2020,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,17255.0
2020,Afghanistan,Ausländerinnen und Ausländer,Anzahl,21830.0
2020,China,Ausländerinnen und Ausländer,Anzahl,10165.0
2020,Indien,Ausländerinnen und Ausländer,Anzahl,7360.0
2020,Irak,Ausländerinnen und Ausländer,Anzahl,42860.0
2020,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,10790.0
2020,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,87680.0
2020,Vietnam,Ausländerinnen und Ausländer,Anzahl,8785.0
2020,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3595.0
2020,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,231560.0
2020,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,1030.0
2020,staatenlos,Ausländerinnen und Ausländer,Anzahl,3465.0
2020,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,9090.0
2020,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,857895.0
2019,Bulgarien,Ausländerinnen und Ausländer,Anzahl,28360.0
2019,Griechenland,Ausländerinnen und Ausländer,Anzahl,18815.0
2019,Italien,Ausländerinnen und Ausländer,Anzahl,28825.0
2019,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,19115.0
2019,Kroatien,Ausländerinnen und Ausländer,Anzahl,11915.0
2019,Kosovo,Ausländerinnen und Ausländer,Anzahl,16475.0
2019,Niederlande,Ausländerinnen und Ausländer,Anzahl,29865.0
2019,Polen,Ausländerinnen und Ausländer,Anzahl,98015.0
2019,Rumänien,Ausländerinnen und Ausländer,Anzahl,58980.0
2019,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,22260.0
2019,Spanien,Ausländerinnen und Ausländer,Anzahl,11970.0
2019,Türkei,Ausländerinnen und Ausländer,Anzahl,88735.0
2019,Ukraine,Ausländerinnen und Ausländer,Anzahl,11345.0
2019,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,5.0
2019,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,542155.0
2019,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,4990.0
2019,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,42015.0
2019,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1355.0
2019,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,17580.0
2019,Afghanistan,Ausländerinnen und Ausländer,Anzahl,21190.0
2019,China,Ausländerinnen und Ausländer,Anzahl,10490.0
2019,Indien,Ausländerinnen und Ausländer,Anzahl,7025.0
2019,Irak,Ausländerinnen und Ausländer,Anzahl,41035.0
2019,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,10780.0
2019,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,84805.0
2019,Vietnam,Ausländerinnen und Ausländer,Anzahl,8760.0
2019,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3570.0
2019,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,226045.0
2019,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,1065.0
2019,staatenlos,Ausländerinnen und Ausländer,Anzahl,3540.0
2019,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,8730.0
2019,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,841165.0
2018,Bulgarien,Ausländerinnen und Ausländer,Anzahl,25990.0
2018,Griechenland,Ausländerinnen und Ausländer,Anzahl,18790.0
2018,Italien,Ausländerinnen und Ausländer,Anzahl,28535.0
2018,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,18830.0
2018,Kroatien,Ausländerinnen und Ausländer,Anzahl,11405.0
2018,Kosovo,Ausländerinnen und Ausländer,Anzahl,15795.0
2018,Niederlande,Ausländerinnen und Ausländer,Anzahl,29910.0
2018,Polen,Ausländerinnen und Ausländer,Anzahl,97145.0
2018,Rumänien,Ausländerinnen und Ausländer,Anzahl,52635.0
2018,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,21820.0
2018,Spanien,Ausländerinnen und Ausländer,Anzahl,11845.0
2018,Türkei,Ausländerinnen und Ausländer,Anzahl,89275.0
2018,Ukraine,Ausländerinnen und Ausländer,Anzahl,11030.0
2018,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,5.0
2018,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,528900.0
2018,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,4380.0
2018,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,39055.0
2018,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1230.0
2018,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,16515.0
2018,Afghanistan,Ausländerinnen und Ausländer,Anzahl,20695.0
2018,China,Ausländerinnen und Ausländer,Anzahl,10150.0
2018,Indien,Ausländerinnen und Ausländer,Anzahl,6030.0
2018,Irak,Ausländerinnen und Ausländer,Anzahl,39155.0
2018,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,10145.0
2018,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,79930.0
2018,Vietnam,Ausländerinnen und Ausländer,Anzahl,8655.0
2018,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3500.0
2018,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,215705.0
2018,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,1015.0
2018,staatenlos,Ausländerinnen und Ausländer,Anzahl,3290.0
2018,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,8560.0
2018,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,813080.0
2017,Bulgarien,Ausländerinnen und Ausländer,Anzahl,23270.0
2017,Griechenland,Ausländerinnen und Ausländer,Anzahl,18580.0
2017,Italien,Ausländerinnen und Ausländer,Anzahl,28090.0
2017,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,18770.0
2017,Kroatien,Ausländerinnen und Ausländer,Anzahl,10455.0
2017,Kosovo,Ausländerinnen und Ausländer,Anzahl,15420.0
2017,Niederlande,Ausländerinnen und Ausländer,Anzahl,30230.0
2017,Polen,Ausländerinnen und Ausländer,Anzahl,94210.0
2017,Rumänien,Ausländerinnen und Ausländer,Anzahl,43860.0
2017,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,21365.0
2017,Spanien,Ausländerinnen und Ausländer,Anzahl,11785.0
2017,Türkei,Ausländerinnen und Ausländer,Anzahl,89675.0
2017,Ukraine,Ausländerinnen und Ausländer,Anzahl,10595.0
2017,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,5.0
2017,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,509435.0
2017,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,3685.0
2017,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,36290.0
2017,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1140.0
2017,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,15560.0
2017,Afghanistan,Ausländerinnen und Ausländer,Anzahl,20080.0
2017,China,Ausländerinnen und Ausländer,Anzahl,9670.0
2017,Indien,Ausländerinnen und Ausländer,Anzahl,5065.0
2017,Irak,Ausländerinnen und Ausländer,Anzahl,36340.0
2017,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,8870.0
2017,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,74755.0
2017,Vietnam,Ausländerinnen und Ausländer,Anzahl,8560.0
2017,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3270.0
2017,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,203165.0
2017,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,995.0
2017,staatenlos,Ausländerinnen und Ausländer,Anzahl,3030.0
2017,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,8335.0
2017,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,776860.0
2016,Bulgarien,Ausländerinnen und Ausländer,Anzahl,20670.0
2016,Griechenland,Ausländerinnen und Ausländer,Anzahl,18300.0
2016,Italien,Ausländerinnen und Ausländer,Anzahl,27765.0
2016,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,18620.0
2016,Kroatien,Ausländerinnen und Ausländer,Anzahl,9605.0
2016,Kosovo,Ausländerinnen und Ausländer,Anzahl,15170.0
2016,Niederlande,Ausländerinnen und Ausländer,Anzahl,30465.0
2016,Polen,Ausländerinnen und Ausländer,Anzahl,90175.0
2016,Rumänien,Ausländerinnen und Ausländer,Anzahl,37250.0
2016,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,21275.0
2016,Spanien,Ausländerinnen und Ausländer,Anzahl,11770.0
2016,Türkei,Ausländerinnen und Ausländer,Anzahl,90185.0
2016,Ukraine,Ausländerinnen und Ausländer,Anzahl,10390.0
2016,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,5.0
2016,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,494310.0
2016,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,3070.0
2016,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,34265.0
2016,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1115.0
2016,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,15115.0
2016,Afghanistan,Ausländerinnen und Ausländer,Anzahl,19775.0
2016,China,Ausländerinnen und Ausländer,Anzahl,8990.0
2016,Indien,Ausländerinnen und Ausländer,Anzahl,4525.0
2016,Irak,Ausländerinnen und Ausländer,Anzahl,32755.0
2016,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,8340.0
2016,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,68005.0
2016,Vietnam,Ausländerinnen und Ausländer,Anzahl,8360.0
2016,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3120.0
2016,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,189460.0
2016,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,945.0
2016,staatenlos,Ausländerinnen und Ausländer,Anzahl,2630.0
2016,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,8410.0
2016,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,745185.0
2015,Bulgarien,Ausländerinnen und Ausländer,Anzahl,17304.0
2015,Griechenland,Ausländerinnen und Ausländer,Anzahl,17522.0
2015,Italien,Ausländerinnen und Ausländer,Anzahl,26951.0
2015,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,20129.0
2015,Kroatien,Ausländerinnen und Ausländer,Anzahl,8505.0
2015,Kosovo,Ausländerinnen und Ausländer,Anzahl,15971.0
2015,Niederlande,Ausländerinnen und Ausländer,Anzahl,30377.0
2015,Polen,Ausländerinnen und Ausländer,Anzahl,83950.0
2015,Rumänien,Ausländerinnen und Ausländer,Anzahl,29065.0
2015,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,20388.0
2015,Spanien,Ausländerinnen und Ausländer,Anzahl,11532.0
2015,Türkei,Ausländerinnen und Ausländer,Anzahl,90914.0
2015,Ukraine,Ausländerinnen und Ausländer,Anzahl,10295.0
2015,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,5.0
2015,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,478323.0
2015,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,2232.0
2015,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,29314.0
2015,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1034.0
2015,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,14766.0
2015,Afghanistan,Ausländerinnen und Ausländer,Anzahl,9085.0
2015,China,Ausländerinnen und Ausländer,Anzahl,8348.0
2015,Indien,Ausländerinnen und Ausländer,Anzahl,4102.0
2015,Irak,Ausländerinnen und Ausländer,Anzahl,17474.0
2015,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,6326.0
2015,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,41324.0
2015,Vietnam,Ausländerinnen und Ausländer,Anzahl,8165.0
2015,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,2931.0
2015,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,130614.0
2015,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,952.0
2015,staatenlos,Ausländerinnen und Ausländer,Anzahl,2082.0
2015,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,7720.0
2015,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,663817.0
2014,Bulgarien,Ausländerinnen und Ausländer,Anzahl,13006.0
2014,Griechenland,Ausländerinnen und Ausländer,Anzahl,16895.0
2014,Italien,Ausländerinnen und Ausländer,Anzahl,25773.0
2014,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,18596.0
2014,Kroatien,Ausländerinnen und Ausländer,Anzahl,7429.0
2014,Kosovo,Ausländerinnen und Ausländer,Anzahl,13974.0
2014,Niederlande,Ausländerinnen und Ausländer,Anzahl,30232.0
2014,Polen,Ausländerinnen und Ausländer,Anzahl,75160.0
2014,Rumänien,Ausländerinnen und Ausländer,Anzahl,21893.0
2014,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,19594.0
2014,Spanien,Ausländerinnen und Ausländer,Anzahl,10942.0
2014,Türkei,Ausländerinnen und Ausländer,Anzahl,92271.0
2014,Ukraine,Ausländerinnen und Ausländer,Anzahl,10200.0
2014,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,6.0
2014,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,438412.0
2014,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,2035.0
2014,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,20813.0
2014,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,983.0
2014,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,14015.0
2014,Afghanistan,Ausländerinnen und Ausländer,Anzahl,4519.0
2014,China,Ausländerinnen und Ausländer,Anzahl,7487.0
2014,Indien,Ausländerinnen und Ausländer,Anzahl,3603.0
2014,Irak,Ausländerinnen und Ausländer,Anzahl,10076.0
2014,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,5348.0
2014,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,17013.0
2014,Vietnam,Ausländerinnen und Ausländer,Anzahl,8051.0
2014,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,2828.0
2014,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,89166.0
2014,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,969.0
2014,staatenlos,Ausländerinnen und Ausländer,Anzahl,1814.0
2014,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5754.0
2014,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,570988.0
2013,Bulgarien,Ausländerinnen und Ausländer,Anzahl,9641.0
2013,Griechenland,Ausländerinnen und Ausländer,Anzahl,16257.0
2013,Italien,Ausländerinnen und Ausländer,Anzahl,24509.0
2013,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,16956.0
2013,Kroatien,Ausländerinnen und Ausländer,Anzahl,6823.0
2013,Kosovo,Ausländerinnen und Ausländer,Anzahl,12862.0
2013,Niederlande,Ausländerinnen und Ausländer,Anzahl,30260.0
2013,Polen,Ausländerinnen und Ausländer,Anzahl,65850.0
2013,Rumänien,Ausländerinnen und Ausländer,Anzahl,15614.0
2013,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,19399.0
2013,Spanien,Ausländerinnen und Ausländer,Anzahl,10389.0
2013,Türkei,Ausländerinnen und Ausländer,Anzahl,93726.0
2013,Ukraine,Ausländerinnen und Ausländer,Anzahl,9884.0
2013,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,6.0
2013,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,408227.0
2013,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1826.0
2013,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,17408.0
2013,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,965.0
2013,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,13537.0
2013,Afghanistan,Ausländerinnen und Ausländer,Anzahl,3982.0
2013,China,Ausländerinnen und Ausländer,Anzahl,6880.0
2013,Indien,Ausländerinnen und Ausländer,Anzahl,3257.0
2013,Irak,Ausländerinnen und Ausländer,Anzahl,9544.0
2013,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,5294.0
2013,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,9582.0
2013,Vietnam,Ausländerinnen und Ausländer,Anzahl,8076.0
2013,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,2833.0
2013,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,78630.0
2013,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,982.0
2013,staatenlos,Ausländerinnen und Ausländer,Anzahl,1707.0
2013,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5148.0
2013,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,525689.0
2012,Bulgarien,Ausländerinnen und Ausländer,Anzahl,7755.0
2012,Griechenland,Ausländerinnen und Ausländer,Anzahl,15427.0
2012,Italien,Ausländerinnen und Ausländer,Anzahl,23272.0
2012,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,17460.0
2012,Kroatien,Ausländerinnen und Ausländer,Anzahl,6495.0
2012,Kosovo,Ausländerinnen und Ausländer,Anzahl,11483.0
2012,Niederlande,Ausländerinnen und Ausländer,Anzahl,30048.0
2012,Polen,Ausländerinnen und Ausländer,Anzahl,56054.0
2012,Rumänien,Ausländerinnen und Ausländer,Anzahl,12237.0
2012,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,18118.0
2012,Spanien,Ausländerinnen und Ausländer,Anzahl,9238.0
2012,Türkei,Ausländerinnen und Ausländer,Anzahl,95470.0
2012,Ukraine,Ausländerinnen und Ausländer,Anzahl,9974.0
2012,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,6.0
2012,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,383316.0
2012,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1492.0
2012,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,14464.0
2012,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,920.0
2012,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,12960.0
2012,Afghanistan,Ausländerinnen und Ausländer,Anzahl,3610.0
2012,China,Ausländerinnen und Ausländer,Anzahl,6161.0
2012,Indien,Ausländerinnen und Ausländer,Anzahl,2841.0
2012,Irak,Ausländerinnen und Ausländer,Anzahl,9379.0
2012,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4766.0
2012,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,7200.0
2012,Vietnam,Ausländerinnen und Ausländer,Anzahl,8303.0
2012,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,2666.0
2012,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,73247.0
2012,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,924.0
2012,staatenlos,Ausländerinnen und Ausländer,Anzahl,1694.0
2012,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5405.0
2012,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,492072.0
2011,Bulgarien,Ausländerinnen und Ausländer,Anzahl,6136.0
2011,Griechenland,Ausländerinnen und Ausländer,Anzahl,14785.0
2011,Italien,Ausländerinnen und Ausländer,Anzahl,22676.0
2011,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,17706.0
2011,Kroatien,Ausländerinnen und Ausländer,Anzahl,6301.0
2011,Kosovo,Ausländerinnen und Ausländer,Anzahl,10768.0
2011,Niederlande,Ausländerinnen und Ausländer,Anzahl,29954.0
2011,Polen,Ausländerinnen und Ausländer,Anzahl,47640.0
2011,Rumänien,Ausländerinnen und Ausländer,Anzahl,9101.0
2011,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,17813.0
2011,Spanien,Ausländerinnen und Ausländer,Anzahl,8681.0
2011,Türkei,Ausländerinnen und Ausländer,Anzahl,97814.0
2011,Ukraine,Ausländerinnen und Ausländer,Anzahl,10136.0
2011,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,17.0
2011,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,365424.0
2011,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1510.0
2011,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,13777.0
2011,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,882.0
2011,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,12418.0
