Year,Migrationsstatus,Altersgruppe,Bildungsstand,Geschlecht,Units,Value
2023,mit Migrationshintergrund,25 - 65,Insgesamt,weiblich,1000,525.0
2022,mit und ohne Migrationshintergrund,25 - 65,Insgesamt,Insgesamt,1000,4278.0
2022,mit und ohne Migrationshintergrund,25 - 65,Insgesamt,männlich,1000,2142.0
2022,mit und ohne Migrationshintergrund,25 - 65,Insgesamt,weiblich,1000,2136.0
2022,ohne Migrationshintergrund,25 - 65,Insgesamt,Insgesamt,1000,3195.0
2022,ohne Migrationshintergrund,25 - 65,Insgesamt,männlich,1000,1592.0
2022,ohne Migrationshintergrund,25 - 65,Insgesamt,weiblich,1000,1603.0
2022,mit Migrationshintergrund,25 - 65,Insgesamt,Insgesamt,1000,1083.0
2022,mit Migrationshintergrund,25 - 65,Insgesamt,männlich,1000,550.0
2022,mit Migrationshintergrund,25 - 65,Insgesamt,weiblich,1000,533.0
2021,mit und ohne Migrationshintergrund,25 - 65,Insgesamt,Insgesamt,1000,4254.0
2021,mit und ohne Migrationshintergrund,25 - 65,Insgesamt,männlich,1000,2141.0
2021,mit und ohne Migrationshintergrund,25 - 65,Insgesamt,weiblich,1000,2113.0
2021,ohne Migrationshintergrund,25 - 65,Insgesamt,Insgesamt,1000,3215.0
2021,ohne Migrationshintergrund,25 - 65,Insgesamt,männlich,1000,1607.0
2021,ohne Migrationshintergrund,25 - 65,Insgesamt,weiblich,1000,1608.0
2021,mit Migrationshintergrund,25 - 65,Insgesamt,Insgesamt,1000,1039.0
2021,mit Migrationshintergrund,25 - 65,Insgesamt,männlich,1000,534.0
2021,mit Migrationshintergrund,25 - 65,Insgesamt,weiblich,1000,505.0
2024,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,81.0
2024,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,50.0
2024,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,31.0
2024,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,38.0
2024,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,24.0
2024,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,15.0
2024,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,43.0
2024,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,27.0
2024,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,16.0
2023,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,85.0
2023,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,51.0
2023,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,34.0
2023,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,42.0
2023,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,23.0
2023,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,19.0
2023,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,43.0
2023,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,28.0
2023,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,15.0
2022,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,85.0
2022,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,48.0
2022,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,37.0
2022,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,43.0
2022,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,22.0
2022,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,21.0
2022,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,42.0
2022,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,26.0
2022,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,16.0
2021,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,79.0
2021,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,46.0
2021,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,34.0
2021,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,41.0
2021,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,23.0
2021,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,18.0
2021,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,1000,38.0
2021,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,1000,23.0
2021,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,1000,15.0
2024,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,737.0
2024,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,368.0
2024,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,369.0
2024,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,341.0
2024,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,161.0
2024,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,180.0
2024,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,396.0
2024,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,207.0
2024,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,189.0
2023,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,781.0
2023,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,386.0
2023,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,394.0
2023,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,390.0
2023,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,183.0
2023,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,207.0
2023,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,391.0
2023,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,203.0
2023,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,188.0
2022,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,830.0
2022,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,413.0
2022,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,417.0
2022,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,427.0
2022,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,202.0
2022,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,225.0
2022,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,403.0
2022,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,211.0
2022,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,192.0
2021,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,815.0
2021,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,404.0
2021,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,411.0
2021,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,422.0
2021,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,197.0
2021,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,225.0
2021,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,1000,392.0
2021,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,1000,207.0
2021,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,1000,186.0
2024,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,14.0
2024,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,16.8
2024,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,11.0
2024,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,9.8
2024,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,12.0
2024,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,7.6
2024,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,22.3
2024,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,26.0
2024,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,18.1
2023,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,14.3
2023,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,17.0
2023,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,11.6
2023,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,10.3
2023,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,11.3
2023,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,9.3
2023,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,23.0
2023,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,28.9
2023,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,16.6
2022,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,13.6
2022,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,15.2
2022,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,12.0
2022,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,9.8
2022,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,10.1
2022,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,9.5
2022,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,22.5
2022,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,26.4
2022,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,18.1
2021,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,12.8
2021,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,14.4
2021,mit und ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,11.2
2021,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,9.4
2021,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,10.5
2021,ohne Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,8.4
2021,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,Insgesamt,%,20.9
2021,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,männlich,%,22.8
2021,mit Migrationshintergrund,18 - 25,Frühe Schulabgänger/innen,weiblich,%,18.5
2024,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,17.4
2024,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,17.3
2024,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,17.5
2024,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,11.0
2024,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,10.3
2024,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,11.6
2024,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,35.4
2024,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,36.9
2024,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,33.9
2023,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,18.5
2023,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,18.2
2023,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,18.7
2023,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,12.3
2023,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,11.6
2023,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,13.1
2023,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,36.7
2023,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,37.6
2023,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,35.8
2022,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,19.4
2022,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,19.3
2022,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,19.5
2022,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,13.4
2022,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,12.7
2022,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,14.0
2022,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,37.2
2022,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,38.4
2022,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,36.0
2021,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,19.2
2021,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,18.9
2021,mit und ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,19.4
2021,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,13.1
2021,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,12.3
2021,ohne Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,14.0
2021,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,Insgesamt,%,37.8
2021,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,männlich,%,38.7
2021,mit Migrationshintergrund,25 - 65,Personen mit geringem Bildungsstand,weiblich,%,36.8
