Year,Gebietseinheit,Kategorie,Units,GeoCode,Value
2022,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,137.8
2022,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,91.5
2022,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,18,7
2022,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,18,5
2022,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,266.9
2022,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,98.9
2022,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,68.6
2022,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,137.8
2022,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,1944.2
2022,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,5998.3
2021,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,174.8
2021,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,63
2021,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,74.9
2021,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,123.1
2021,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,244.9
2021,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,19,1
2021,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,75.3
2021,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,113.4
2021,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,93.6
2021,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,94.3
2021,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,1166.4
2021,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,768.4
2021,"dav. Hannover, Lhst.",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241001,318.6
2021,"dav. Hannover, Umland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241999,449.8
2021,"Diepholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03251,167.1
2021,"Hameln-Pyrmont",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03252,16,1
2021,"Hildesheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03254,29,4
2021,"Holzminden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03255,54.7
2021,"Nienburg (Weser)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03256,85.2
2021,"Schaumburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03257,125.6
2021,"Statistische Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ032,1516.6
2021,"Celle",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03351,142.4
2021,"Cuxhaven",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03352,163.4
2021,"Harburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03353,199.4
2021,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,114.8
2021,"Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03355,152.3
2021,"Osterholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03356,92.7
2021,"Rotenburg (Wümme)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03357,135.8
2021,"Heidekreis",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03358,111.7
2021,"Stade",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03359,162.2
2021,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,114.8
2021,"Verden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03361,12,5
2021,"Statistische Region Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ033,1377.1
2021,"Delmenhorst, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03401,41.4
2021,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,184.3
2021,"Oldenburg (Oldb), Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03403,13,9
2021,"Osnabrück, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03404,15,5
2021,"Wilhelmshaven, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03405,55
2021,"Ammerland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03451,14,3
2021,"Aurich",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03452,163.9
2021,"Cloppenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03453,128.9
2021,"Emsland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03454,251.8
2021,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,133.4
2021,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,91.7
2021,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,184.3
2021,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,11,3
2021,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,266.4
2021,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,99.7
2021,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,66.8
2021,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,133.4
2021,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,1934.3
2021,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,5994.4
2020,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,698
2019,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,181,2789
2019,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,66,197
2019,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,75.22717
2019,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,128.39846
2019,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,17,8583
2019,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,73,4228
2019,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,18,49247
2019,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,13,8228
2019,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,99,784
2019,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,266.11967
2019,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,1211.11889
2019,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,791,8846
2019,"dav. Hannover, Lhst.",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241001,331.47849
2019,"dav. Hannover, Umland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241999,46,4557
2019,"Diepholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03251,176,9468
2019,"Hameln-Pyrmont",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03252,17,68164
2019,"Hildesheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03254,29,38745
2019,"Holzminden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03255,54.93921
2019,"Nienburg (Weser)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03256,85.25176
2019,"Schaumburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03257,124,9874
2019,"Statistische Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ032,155,534
2019,"Celle",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03351,139.56713
2019,"Cuxhaven",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03352,164,6337
2019,"Harburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03353,198.32566
2019,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,113,5122
2019,"Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03355,149,5781
2019,"Osterholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03356,96.4146
2019,"Rotenburg (Wümme)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03357,136.77219
2019,"Heidekreis",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03358,15,29538
2019,"Stade",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03359,165.67978
2019,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,113,5122
2019,"Verden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03361,18,43221
2019,"Statistische Region Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ033,1376.77282
2019,"Delmenhorst, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03401,5,71994
2019,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,181.48715
2019,"Oldenburg (Oldb), Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03403,137,4318
2019,"Osnabrück, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03404,113.57133
2019,"Wilhelmshaven, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03405,55.45332
2019,"Ammerland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03451,12,91432
2019,"Aurich",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03452,163.44569
2019,"Cloppenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03453,119.63444
2019,"Emsland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03454,247,898
2019,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,135.74413
2019,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,96.51763
2019,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,181.48715
2019,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,11,14286
2019,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,269.82844
2019,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,91,8333
2019,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,76.97672
2019,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,135.74413
2019,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,1955.35641
2019,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,693,75152
2018,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,179,4589
2018,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,65.5683
2018,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,76.98419
2018,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,132.143
2018,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,112,6917
2018,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,72.38222
2018,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,15,21783
2018,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,17,4853
2018,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,1,27358
2018,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,262,6344
2018,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,1215.77487
2018,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,783,5621
2018,"dav. Hannover, Lhst.",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241001,325.35425
2018,"dav. Hannover, Umland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241999,458,2776
2018,"Diepholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03251,175,6734
2018,"Hameln-Pyrmont",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03252,12,64385
2018,"Hildesheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03254,218.45674
2018,"Holzminden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03255,55.56597
2018,"Nienburg (Weser)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03256,9,681
2018,"Schaumburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03257,128.89472
2018,"Statistische Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ032,1555,7412
2018,"Celle",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03351,14,26734
2018,"Cuxhaven",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03352,164.74621
2018,"Harburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03353,199,4659
2018,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,115,193
2018,"Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03355,151,5611
2018,"Osterholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03356,99,189
2018,"Rotenburg (Wümme)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03357,129.75587
2018,"Heidekreis",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03358,111.71142
2018,"Stade",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03359,16,96847
2018,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,115,193
2018,"Verden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03361,15,8887
2018,"Statistische Region Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ033,1376.76561
2018,"Delmenhorst, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03401,52,1165
2018,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,174.4339
2018,"Oldenburg (Oldb), Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03403,137.38784
2018,"Osnabrück, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03404,118.51247
2018,"Wilhelmshaven, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03405,51.48428
2018,"Ammerland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03451,13,31693
2018,"Aurich",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03452,165,5572
2018,"Cloppenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03453,121.59338
2018,"Emsland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03454,237,2974
2018,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,142.43162
2018,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,97.45844
2018,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,174.4339
2018,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,17,34639
2018,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,27,46772
2018,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,95,4111
2018,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,75,5116
2018,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,142.43162
2018,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,1949,8386
2018,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,697,41845
2017,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,18,7462
2017,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,65,329
2017,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,8,72139
2017,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,133.13343
2017,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,113.69253
2017,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,75.18326
2017,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,14,28773
2017,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,17,27639
2017,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,1,4829
2017,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,261.59515
2017,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,1221.73367
2017,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,792,4995
2017,"dav. Hannover, Lhst.",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241001,337.53395
2017,"dav. Hannover, Umland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241999,454.957
2017,"Diepholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03251,177.98121
2017,"Hameln-Pyrmont",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03252,99.68724
2017,"Hildesheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03254,216.53973
2017,"Holzminden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03255,58,25
2017,"Nienburg (Weser)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03256,93.38143
2017,"Schaumburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03257,122,2822
2017,"Statistische Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ032,1561.46689
2017,"Celle",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03351,139,3633
2017,"Cuxhaven",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03352,167,3246
2017,"Harburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03353,199.57174
2017,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,12,71281
2017,"Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03355,145,556
2017,"Osterholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03356,92,2116
2017,"Rotenburg (Wümme)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03357,132.19368
2017,"Heidekreis",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03358,113,937
2017,"Stade",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03359,159,9355
2017,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,12,71281
2017,"Verden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03361,17,92575
2017,"Statistische Region Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ033,1376.86368
2017,"Delmenhorst, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03401,49.15766
2017,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,176.67825
2017,"Oldenburg (Oldb), Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03403,133.8987
2017,"Osnabrück, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03404,117,1128
2017,"Wilhelmshaven, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03405,58,7624
2017,"Ammerland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03451,17,7521
2017,"Aurich",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03452,168.85665
2017,"Cloppenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03453,118.96562
2017,"Emsland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03454,246.41151
2017,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,141.4412
2017,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,98.8118
2017,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,176.67825
2017,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,17,1257
2017,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,265,2432
2017,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,94.49452
2017,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,75.62322
2017,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,141.4412
2017,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,196,46526
2017,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,612,52949
2016,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,19,612
2016,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,73.96891
2016,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,83.72285
2016,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,136.22959
2016,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,12,41321
2016,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,81.56881
2016,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,17,26121
2016,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,111.17891
2016,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,16,45235
2016,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,268.77846
2016,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,128,1756
2016,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,833.77362
