Year,Gebietseinheit,Kategorie,Units,GeoCode,Value
2022,"Celle",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03351,139.4
2022,"Cuxhaven",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03352,161.3
2022,"Harburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03353,195.2
2022,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,111.4
2022,"Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03355,151.7
2022,"Osterholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03356,97.4
2022,"Rotenburg (Wümme)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03357,135.8
2022,"Heidekreis",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03358,114.1
2022,"Stade",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03359,166.3
2022,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,111.4
2022,"Verden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03361,105.4
2022,"Statistische Region Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ033,1378.1
2022,"Delmenhorst, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03401,45.4
2022,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,181.5
2022,"Oldenburg (Oldb), Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03403,132.4
2022,"Osnabrück, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03404,100.3
2022,"Wilhelmshaven, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03405,54.3
2022,"Ammerland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03451,105.6
2022,"Aurich",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03452,169
2022,"Cloppenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03453,128.9
2022,"Emsland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03454,257.5
2022,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,137.5
2022,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,91.9
2022,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,181.5
2022,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,108.4
2022,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,269.8
2022,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,97
2022,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,68.1
2022,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,137.5
2022,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,1947.5
2022,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,5999.4
2021,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,174.8
2021,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,63
2021,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,74.9
2021,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,123.1
2021,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,244.9
2021,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,109.1
2021,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,75.3
2021,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,113.4
2021,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,93.6
2021,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,94.3
2021,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,1166.4
2021,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,768.4
2021,"dav. Hannover, Lhst.",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241001,318.6
2021,"dav. Hannover, Umland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241999,449.8
2021,"Diepholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03251,167.1
2021,"Hameln-Pyrmont",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03252,106.1
2021,"Hildesheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03254,209.4
2021,"Holzminden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03255,54.7
2021,"Nienburg (Weser)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03256,85.2
2021,"Schaumburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03257,125.6
2021,"Statistische Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ032,1516.6
2021,"Celle",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03351,142.4
2021,"Cuxhaven",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03352,163.4
2021,"Harburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03353,199.4
2021,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,114.8
2021,"Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03355,152.3
2021,"Osterholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03356,92.7
2021,"Rotenburg (Wümme)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03357,135.8
2021,"Heidekreis",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03358,111.7
2021,"Stade",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03359,162.2
2021,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,114.8
2021,"Verden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03361,102.5
2021,"Statistische Region Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ033,1377.1
2021,"Delmenhorst, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03401,41.4
2021,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,184.3
2021,"Oldenburg (Oldb), Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03403,130.9
2021,"Osnabrück, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03404,105.5
2021,"Wilhelmshaven, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03405,55
2021,"Ammerland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03451,104.3
2021,"Aurich",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03452,163.9
2021,"Cloppenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03453,128.9
2021,"Emsland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03454,251.8
2021,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,133.4
2021,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,91.7
2021,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,184.3
2021,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,110.3
2021,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,266.4
2021,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,99.7
2021,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,66.8
2021,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,133.4
2021,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,1934.3
2021,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,5994.4
2020,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,6098
2019,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,181.27089
2019,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,66.01907
2019,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,75.22717
2019,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,128.39846
2019,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,107.80583
2019,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,73.42208
2019,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,108.49247
2019,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,103.82208
2019,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,99.70084
2019,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,266.11967
2019,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,1211.11889
2019,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,791.88406
2019,"dav. Hannover, Lhst.",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241001,331.47849
2019,"dav. Hannover, Umland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241999,460.40557
2019,"Diepholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03251,176.09468
2019,"Hameln-Pyrmont",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03252,107.68164
2019,"Hildesheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03254,209.38745
2019,"Holzminden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03255,54.93921
2019,"Nienburg (Weser)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03256,85.25176
2019,"Schaumburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03257,124.90874
2019,"Statistische Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ032,1550.5034
2019,"Celle",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03351,139.56713
2019,"Cuxhaven",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03352,164.63307
2019,"Harburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03353,198.32566
2019,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,113.05122
2019,"Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03355,149.05781
2019,"Osterholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03356,96.4146
2019,"Rotenburg (Wümme)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03357,136.77219
2019,"Heidekreis",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03358,105.29538
2019,"Stade",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03359,165.67978
2019,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,113.05122
2019,"Verden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03361,108.43221
2019,"Statistische Region Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ033,1376.77282
2019,"Delmenhorst, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03401,50.71994
2019,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,181.48715
2019,"Oldenburg (Oldb), Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03403,137.40318
2019,"Osnabrück, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03404,113.57133
2019,"Wilhelmshaven, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03405,55.45332
2019,"Ammerland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03451,102.91432
2019,"Aurich",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03452,163.44569
2019,"Cloppenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03453,119.63444
2019,"Emsland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03454,247.8098
2019,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,135.74413
2019,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,96.51763
2019,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,181.48715
2019,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,110.14286
2019,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,269.82844
2019,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,91.83303
2019,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,76.97672
2019,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,135.74413
2019,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,1955.35641
2019,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,6093.75152
2018,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,179.45089
2018,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,65.5683
2018,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,76.98419
2018,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,132.143
2018,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,112.69017
2018,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,72.38222
2018,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,105.21783
2018,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,107.48503
2018,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,100.27358
2018,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,262.06344
2018,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,1215.77487
2018,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,783.56201
2018,"dav. Hannover, Lhst.",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241001,325.35425
2018,"dav. Hannover, Umland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241999,458.20776
2018,"Diepholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03251,175.60734
2018,"Hameln-Pyrmont",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03252,102.64385
2018,"Hildesheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03254,218.45674
2018,"Holzminden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03255,55.56597
2018,"Nienburg (Weser)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03256,90.681
2018,"Schaumburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03257,128.89472
2018,"Statistische Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ032,1555.07412
2018,"Celle",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03351,140.26734
2018,"Cuxhaven",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03352,164.74621
2018,"Harburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03353,199.46059
2018,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,115.01093
2018,"Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03355,151.50611
2018,"Osterholz",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03356,99.01809
2018,"Rotenburg (Wümme)",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03357,129.75587
2018,"Heidekreis",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03358,111.71142
2018,"Stade",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03359,160.96847
2018,"Uelzen Lüchow-Dannenberg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03354360,115.01093
2018,"Verden",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03361,105.80887
2018,"Statistische Region Lüneburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ033,1376.76561
2018,"Delmenhorst, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03401,52.01165
2018,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,174.4339
2018,"Oldenburg (Oldb), Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03403,137.38784
2018,"Osnabrück, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03404,118.51247
2018,"Wilhelmshaven, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03405,51.48428
2018,"Ammerland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03451,103.31693
2018,"Aurich",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03452,165.55702
2018,"Cloppenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03453,121.59338
2018,"Emsland",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03454,237.20974
2018,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,142.43162
2018,"Grafschaft Bentheim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03456,97.45844
2018,"Emden, Stadt / Leer",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03402457,174.4339
2018,"Oldenburg",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03458,107.34639
2018,"Osnabrück",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03459,270.46772
2018,"Vechta",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03460,95.04111
2018,"Wesermarsch",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03461,75.51106
2018,"Friesland / Wittmund",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03455462,142.43162
2018,"Statistische Region Weser-Ems",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ034,1949.80386
2018,"Niedersachsen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ030,6097.41845
2017,"Braunschweig, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03101,180.7462
2017,"Salzgitter, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03102,65.30029
2017,"Wolfsburg, Stadt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03103,80.72139
2017,"Gifhorn",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03151,133.13343
2017,"Goslar",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03153,113.69253
2017,"Helmstedt",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03154,75.18326
2017,"Northeim",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03155,104.28773
2017,"Peine",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03157,107.27639
2017,"Wolfenbüttel",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03158,100.48209
2017,"Göttingen",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03159,261.59515
2017,"Statistische Region Braunschweig",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ031,1221.73367
2017,"Region Hannover",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241,792.49095
2017,"dav. Hannover, Lhst.",Personen ohne Migrationshintergrund,"Anzahl in 1000",MZ03241001,337.53395
